Tecnica LM
Grupo: [444, 474, 484]
Recomendacao Standard
1,85,Farol da Barra,beach,Farol da Barra  Salvador - State of Bahia  Brazil
2,378,Forte de Santo Antonio alem do Carmo,tourist_attraction,Largo de Santo Antonio Alem do Carmo  s/n - Santo Antonio  Salvador - BA  40301-330  Brazil
3,290,Sal e Brasa Salvador,restaurant,R. Carimbamba  917 - Pituacu  Salvador - BA  41740-010  Brazil
4,77,Praia do Porto da Barra,beach,Praia do Porto da Barra - Av. Sete de Setembro  s/n - Barra  Salvador - BA  40140-030  Brazil
5,83,Ondina Beach,beach,Ondina Beach - Ondina  Salvador - State of Bahia  40170-010  Brazil
6,79,Salvador Beach Club,beach,Salvador Beach Club - Av. Octavio Mangabeira  2012 - Patamares  Salvador - BA  41680-000  Brazil
7,189,Museum of Mercy,museum,R. da Misericordia  06 - Centro Historico  Salvador - BA  40020-200  Brazil
8,393,Mirante da Praca da Se,tourist_attraction,Comercio  Salvador - BA  40301-155
9,52,Bar e Restaurante,bar,Av. Beira Mar  473 - Ribeira  Salvador - BA  40420-340  Brazil
10,84,Stella Maris beach,beach,Stella Maris beach  State of Bahia  41600-090  Brazil

Recomendacao Diversificada
1,85,Farol da Barra,beach,Farol da Barra  Salvador - State of Bahia  Brazil
2,378,Forte de Santo Antonio alem do Carmo,tourist_attraction,Largo de Santo Antonio Alem do Carmo  s/n - Santo Antonio  Salvador - BA  40301-330  Brazil
3,290,Sal e Brasa Salvador,restaurant,R. Carimbamba  917 - Pituacu  Salvador - BA  41740-010  Brazil
4,189,Museum of Mercy,museum,R. da Misericordia  06 - Centro Historico  Salvador - BA  40020-200  Brazil
5,52,Bar e Restaurante,bar,Av. Beira Mar  473 - Ribeira  Salvador - BA  40420-340  Brazil
6,128,Casa de Noca,cafe,R. Espirito Santo  106 - Pituba  Salvador - BA  41830-001  Brazil
7,83,Ondina Beach,beach,Ondina Beach - Ondina  Salvador - State of Bahia  40170-010  Brazil
8,223,Heliponto Espanhol Salvador,night_club,Ondina  Salvador - State of Bahia  40170-010  Brazil
9,175,Bahia Geological Museum,movie_theater,Av. Sete de Setembro  2195 - Vitoria  Salvador - BA  40080-002  Brazil
10,393,Mirante da Praca da Se,tourist_attraction,Comercio  Salvador - BA  40301-155
